CustomerID,BikeBuyer
11223,1
11224,0
11225,0
11226,0
11227,1
11228,1
11229,0
11230,0
11231,0
11232,1
11233,0
11234,1
11235,0
11236,1
11237,1
11238,1
11239,0
11240,1
11241,1
11242,1
11243,0
11244,1
11245,1
11246,0
11248,1
11249,1
11250,0
11251,0
11252,0
11253,0
11254,0
11256,0
11257,0
11259,0
11260,1
11261,0
11262,0
11263,0
11264,1
11265,1
11266,0
11267,1
11268,0
11269,1
11270,1
11271,1
11272,1
11273,0
11274,0
11275,0
11276,1
11277,1
11279,0
11279,0
11280,1
11281,1
11282,1
11283,1
11285,1
11286,0
11287,1
11289,1
11290,1
11291,0
11292,1
11293,1
11294,0
11295,1
11296,0
11297,0
11298,0
11299,0
11300,1
11301,1
11302,1
11303,1
11304,0
11305,0
11306,1
11307,0
11308,0
11309,0
11310,1
11311,0
11312,0
11313,0
11314,1
11315,1
11316,0
11317,0
11318,0
11319,0
11320,0
11321,0
11322,0
11324,0
11325,0
11326,1
11328,0
11329,0
11330,0
11333,0
11334,0
11335,0
11336,1
11337,0
11338,1
11339,0
11340,0
11341,0
11342,1
11343,0
11344,0
11345,0
11346,0
11347,0
11348,0
11349,0
11350,0
11351,0
11352,0
11353,0
11354,0
11355,0
11357,0
11358,0
11359,0
11360,0
11361,0
11362,0
11363,0
11364,1
11365,1
11366,0
11367,0
11368,0
11369,0
11370,0
11371,0
11372,0
11374,1
11375,0
11376,0
11378,0
11379,0
11380,0
11381,0
11382,0
11383,0
11384,0
11385,0
11386,0
11387,1
11388,1
11389,0
11390,0
11391,1
11392,1
11393,0
11396,0
11398,0
11399,0
11400,0
11401,0
11402,0
11403,1
11404,0
11405,0
11406,0
11407,0
11408,0
11409,0
11410,0
11411,1
11412,1
11413,1
11414,1
11415,0
11416,0
11417,0
11418,0
11419,1
11420,0
11421,0
11422,1
11423,0
11424,0
11425,1
11426,1
11427,1
11428,1
11430,0
11431,1
11432,0
11433,0
11434,1
11435,1
11436,1
11437,0
11438,0
11439,0
11440,0
11441,0
11442,0
11443,0
11444,0
11445,0
11446,0
11447,0
11448,0
11449,1
11450,1
11451,1
11452,1
11453,1
11454,1
11455,0
11456,0
11458,0
11459,1
11460,0
11461,0
11462,0
11463,1
11464,0
11465,1
11466,1
11467,1
11468,0
11469,0
11470,1
11471,0
11472,1
11473,0
11474,0
11475,1
11476,0
11477,0
11478,0
11479,0
11480,1
11481,1
11482,0
11483,0
11484,1
11485,0
24944,0
11487,0
11488,1
11489,0
11490,0
11491,0
11492,0
11493,0
11495,1
11496,1
11497,0
11498,1
11499,1
11500,1
11501,1
11503,0
11504,0
11505,1
11506,1
11507,1
11508,1
11509,0
11510,0
11512,0
11513,0
11514,0
11515,0
11517,0
11518,0
11519,0
11520,0
11521,0
11522,0
11523,0
11524,0
11525,0
11526,0
11527,0
11528,0
11529,0
11530,0
11531,0
11532,0
11532,0
11533,0
11534,1
11536,0
11537,0
11538,0
11540,1
11541,0
11542,0
11543,1
11544,0
11545,0
11547,0
11548,0
11549,0
11552,1
11553,1
11554,0
11555,0
11556,1
11557,1
11558,0
11560,1
11561,1
11562,0
11563,1
11564,1
11565,1
11566,0
11567,0
11568,0
11571,1
11572,1
11573,1
11574,0
11575,1
11576,1
11577,0
11578,0
11579,1
11581,0
11582,0
11583,1
11584,0
11585,0
11586,1
11587,1
11588,0
11589,0
11590,0
11591,1
11592,1
11593,1
11594,0
11596,0
11598,1
11599,0
11600,1
11602,0
11603,0
11604,1
11605,0
11607,0
11608,0
11609,0
11610,0
11611,0
11612,0
11613,0
11614,0
11615,1
11616,0
11617,0
11618,0
11619,0
11620,0
11621,0
11622,1
11624,1
11625,0
11626,0
11627,1
11628,0
11629,1
11630,0
11631,0
11632,0
11633,0
11634,0
11635,0
11636,1
11637,0
11638,0
11639,0
11640,0
11641,0
11642,0
11644,1
11645,1
11646,0
11647,1
11648,1
11649,0
11651,0
11653,1
11654,0
11656,0
11658,1
11659,1
11661,0
11662,0
11664,1
11665,0
11666,0
11667,0
11668,1
11669,1
11670,1
11671,1
11672,1
11673,1
11675,1
11676,0
11677,0
11679,1
11680,0
11681,0
11682,0
11683,0
11685,0
11686,1
11687,1
11688,1
11689,1
11690,0
11691,0
11692,0
11693,0
11696,1
11697,0
11698,1
11699,1
11701,1
11702,0
11703,0
11704,1
11705,0
11707,1
11708,0
11709,0
11710,1
11711,1
11712,0
11713,1
11714,0
11715,1
11716,1
11717,1
11718,0
11719,1
11720,1
11721,0
11722,0
11723,0
11724,1
11725,0
11726,0
11727,1
18090,0
11729,0
11730,0
11731,0
11732,1
11734,1
11735,0
11736,0
11737,0
11738,1
11739,1
11740,1
11741,0
11742,0
11743,1
11744,0
11745,0
11746,1
11747,1
11748,1
11749,1
11750,0
11751,0
11752,1
11753,1
11754,0
11755,1
11756,0
11757,1
11758,1
11759,1
11760,1
11761,1
11762,1
11763,1
11764,1
11765,1
11766,1
11767,0
11768,0
11769,0
11770,0
11771,1
11772,0
11773,1
11775,1
11776,0
24955,0
11778,0
11779,0
11780,1
11781,0
11782,0
11783,0
11784,0
11785,0
11786,1
11787,0
11788,1
11789,0
11790,0
11791,0
11792,0
11793,0
11794,0
11795,0
11797,1
11798,0
11799,0
11800,0
11801,0
11802,0
11803,0
11804,0
11805,0
11806,0
11808,0
11809,1
11810,1
11811,1
11812,0
11813,0
11814,0
11815,0
11816,0
11817,0
11819,0
11820,1
11821,1
11822,0
11823,0
11824,0
11825,1
11827,1
11828,1
11829,1
11830,0
11831,0
11832,0
11833,1
11835,1
11836,1
11837,1
11838,1
11839,1
11840,0
11841,1
11842,1
11843,1
11844,1
11845,0
11846,1
11848,1
11849,0
11850,1
11851,1
11852,1
11853,0
11854,1
11856,1
11857,1
11858,1
11859,0
11860,0
11861,1
11863,0
11865,0
11866,1
11867,1
11868,0
11869,1
11871,0
11872,0
11873,0
11874,1
11876,0
11877,0
11878,0
11879,1
11880,0
11881,1
11882,1
11883,1
11884,0
11885,1
11886,1
11887,0
11888,0
11889,0
11890,0
11891,0
11892,1
11893,0
11894,0
11895,0
11896,1
11897,1
11898,1
11899,1
11900,0
11901,1
11902,1
11903,1
11904,0
11907,1
11909,1
11910,1
11911,1
11912,0
11913,1
11914,0
11915,1
11916,1
11918,0
11919,1
11920,1
11921,1
11922,1
11923,0
11924,0
11925,0
11926,0
11927,0
11928,0
11929,0
11931,1
11933,0
11934,0
11935,0
11936,0
11937,0
11939,0
11940,0
11941,0
11943,0
11944,1
11945,0
11946,0
11947,0
11948,0
11949,1
11950,0
11951,0
11952,1
11953,0
11954,0
11955,0
11956,1
11957,0
11958,1
11960,0
11961,0
11962,0
11963,0
11964,1
11965,0
11966,1
11967,0
11968,1
17390,0
11970,0
11971,1
11972,0
11973,1
11974,1
11975,0
11976,0
11977,0
11978,1
11979,0
11980,0
11981,0
11982,1
11983,0
11984,0
11985,1
11986,1
11987,1
11988,1
11989,0
11990,1
11991,1
11992,0
11993,0
11994,0
11997,0
11998,0
11999,0
12000,1
12001,1
12002,0
12003,0
12004,1
12006,1
12007,1
12008,0
12009,0
12010,0
12011,0
12012,0
12013,0
12014,0
12016,0
12017,0
12019,0
12020,0
12021,0
12023,1
12024,0
12025,1
12026,0
12027,0
13701,0
12030,0
12031,1
12032,0
12033,1
12034,0
12035,0
12036,0
12037,0
12039,0
12040,0
12041,0
12042,0
12043,0
12044,0
12045,0
12046,0
12047,1
12048,0
12049,0
12050,1
12052,1
12053,0
12054,1
12055,0
12056,0
12057,0
12058,0
12059,0
12060,1
12061,0
12062,0
12063,0
12064,0
12065,0
12066,0
12067,0
12068,1
12069,0
12070,0
12071,0
12073,0
12074,0
12075,0
12076,0
12077,0
12078,0
12079,0
12080,1
12081,0
12082,0
12083,0
12084,1
12085,0
12086,0
12087,0
12088,0
12089,0
19511,1
12092,0
12094,0
12096,0
12097,0
12098,0
12099,0
12100,1
12101,1
12102,0
12104,0
12105,0
12106,0
12107,0
12108,1
12109,0
12110,0
12111,0
12112,0
12113,1
12114,0
12115,0
12116,0
12119,0
12120,0
12121,1
12122,1
12123,0
12124,1
12125,1
12126,1
12127,1
12128,1
12130,1
12131,1
12134,1
12135,1
12136,0
12137,0
12138,0
12139,0
12141,1
12142,1
12143,0
12144,1
12145,0
12146,1
12148,1
12149,1
12150,1
12151,1
12152,1
12153,1
12154,1
12155,0
12157,0
12158,1
12160,0
12161,1
12162,1
12163,1
12164,1
12165,1
12166,1
12167,1
12168,1
12169,1
12170,0
12172,1
12173,1
12174,1
12175,0
12177,1
12178,0
12179,0
12180,0
12181,0
12182,0
12184,1
12185,1
12186,1
12187,1
12188,1
12189,0
12190,1
12193,1
12194,0
12195,0
12196,0
12197,0
12198,0
12199,1
12200,0
12201,0
12202,0
12203,1
12204,1
12206,0
12207,0
12208,0
12210,0
12211,0
12212,0
12213,1
12214,0
12215,0
12216,1
12217,1
12219,0
12220,0
12221,0
12222,0
12223,0
12224,0
12225,0
12226,0
12227,0
12228,0
12229,0
12230,0
12231,0
12232,0
12233,0
12234,0
12235,0
12236,0
12237,0
12238,0
12239,0
12240,0
12242,1
12243,0
12244,0
12245,0
12246,0
12247,0
12248,1
12249,0
12250,0
12251,0
12252,0
12253,0
12254,0
12255,0
12256,0
12257,0
12258,0
12259,0
12260,0
12261,0
12262,0
12263,0
12264,1
12266,0
12268,0
12269,0
12270,0
12271,1
12272,1
12273,1
12274,0
12275,0
12276,0
12277,1
12278,1
12279,0
12280,0
12281,0
12283,0
12284,0
12285,0
12286,0
12287,0
12288,0
12289,1
12290,1
12291,0
12292,1
12293,1
12294,1
12295,0
12296,0
12297,0
12298,0
12300,0
12301,1
12302,0
12303,1
12304,1
12305,1
12306,1
12307,0
12308,1
12309,1
12310,1
12311,1
12312,0
12313,1
12314,0
12315,1
12316,0
12318,1
12319,0
12320,1
12321,0
12323,0
12324,1
12325,0
12326,1
12327,1
12329,1
12330,0
12331,0
12332,1
12333,0
12334,1
12335,1
12336,1
12337,0
14532,0
12340,0
12341,0
12342,0
12343,0
12344,1
12345,0
12346,0
12349,0
12350,0
12351,1
12352,1
12353,1
12355,1
12356,0
12357,1
12358,1
12359,1
12360,1
12361,1
12362,0
12363,1
12364,0
12365,0
12366,0
12367,0
12368,0
12369,1
12370,0
12371,1
12372,1
12373,0
12374,0
12375,0
12376,0
12377,0
12378,0
12379,0
12380,1
12381,0
12382,0
12383,0
27725,0
12385,0
12386,0
12387,0
12388,0
12389,1
12390,0
15042,0
12392,1
12393,1
12394,0
12395,1
12396,1
12397,0
12398,1
12399,0
12400,1
12402,1
12403,1
12405,1
12408,0
12409,1
12410,1
12411,0
12412,0
12413,1
12414,1
12415,0
12416,0
12417,1
12418,0
12419,0
12421,0
12423,0
12424,0
12425,0
12426,0
12427,0
12428,0
12429,0
12430,0
12431,0
12432,0
12433,0
12434,0
12435,0
12436,0
12437,0
12438,0
12439,0
12440,0
12441,0
12442,0
12443,0
12444,0
12445,0
12446,0
12447,0
12448,1
12449,0
12450,1
12451,0
12453,0
12454,0
12455,0
12456,1
12457,0
12459,1
12461,0
12462,0
12463,0
12464,1
12465,0
12466,0
12467,0
12468,1
12469,0
12471,0
12473,0
12474,0
12476,1
12479,0
12480,0
12481,1
12482,1
12483,0
12484,1
12485,1
12486,0
12487,1
12488,1
12489,0
12490,0
12491,0
12492,1
12493,1
12494,1
12495,1
12496,0
12497,0
12500,0
12501,1
12502,1
12503,1
12504,0
12505,1
12506,0
12507,0
12508,0
12509,1
12510,1
12511,1
12512,0
12513,1
12515,0
12516,0
12517,0
12518,0
12520,0
12521,0
12522,0
12523,0
12524,1
12525,0
12526,0
12527,1
12528,1
12530,1
12532,0
12533,0
12534,0
12535,1
12536,1
12537,0
12538,0
12540,0
12541,1
12543,0
12544,0
12545,0
12546,0
12547,0
12548,0
12549,0
12551,0
12552,0
12553,0
12554,0
12555,0
12556,0
12557,0
12558,0
12559,0
12560,0
12561,0
12563,0
12564,0
12566,0
12567,0
12568,0
12569,0
12570,0
12571,0
12572,0
12574,0
12575,0
12576,0
12577,1
12578,1
12579,0
12580,0
12581,1
12582,0
12584,0
12585,0
12586,1
12587,1
12588,0
12589,0
12591,0
12592,1
12593,1
12594,0
12595,0
12596,1
12598,0
12599,0
12600,0
12601,1
12602,0
12603,0
12604,0
12605,0
12606,0
12608,0
12609,0
12610,0
12611,1
12612,0
12613,0
12614,0
12615,0
12616,0
12617,0
12618,0
12619,0
12620,0
12621,0
12622,0
12623,0
12624,0
12625,0
12626,0
12627,1
12628,1
12629,0
12630,0
12631,0
12632,0
12633,1
12634,0
12635,0
12636,1
12637,0
12638,0
12639,1
12640,0
12641,0
12644,0
12645,1
12646,1
12648,0
12649,0
12651,0
12652,1
12653,1
12654,1
12655,0
12656,0
12658,0
12659,1
12661,0
12662,0
12663,0
12664,1
12665,0
12666,0
12667,0
12668,1
12669,0
12670,0
12671,0
12672,1
12673,0
12674,0
12675,0
12676,0
12677,1
12678,1
12679,1
12680,1
12681,0
12682,0
12683,1
12684,1
12685,0
12686,1
12687,1
12688,0
12689,0
12690,1
12691,1
12692,1
12693,0
12694,1
12695,0
12696,1
12697,0
12698,1
12699,0
12701,0
12702,1
12703,1
12704,0
12706,1
12707,0
12708,0
12709,0
12710,1
12711,1
12712,0
12713,0
12714,1
12715,1
12717,0
12718,1
12719,0
12720,0
12721,0
12722,1
12723,0
12724,1
12725,0
12726,0
12727,1
12729,1
12730,0
12731,0
12732,0
12733,0
12734,0
12735,0
12736,0
12737,0
12739,0
12740,0
12741,1
12742,0
12745,1
12746,0
12748,0
12749,0
12751,0
12752,0
12753,1
12754,1
12755,1
12757,0
12759,0
12761,0
12762,0
12763,0
12764,0
12765,0
12766,0
12767,0
12769,0
12771,0
12772,0
12773,0
12774,0
12775,0
12776,0
12777,0
12778,0
26234,1
12780,0
12781,0
12782,0
12783,0
12784,0
12785,0
12786,0
12787,0
12788,0
12789,0
12790,1
12791,0
12792,0
12793,0
12795,0
12796,1
12797,0
12798,0
12799,0
12800,0
12802,0
12803,0
12804,0
12805,0
12806,0
12807,0
12808,0
12809,0
12810,0
12811,1
12812,0
12814,0
12815,0
12816,1
12817,1
12818,1
12819,1
12820,1
12821,0
12823,0
12824,0
12825,1
12826,1
12828,1
12829,0
12830,1
12831,1
12832,1
12833,1
12834,0
12835,1
12836,1
12837,0
12838,1
12839,1
12840,0
12841,1
12842,1
12843,1
12844,1
12845,0
12846,1
12848,0
12849,1
12850,0
12851,0
12852,1
12853,0
12854,0
12855,1
12856,0
12857,0
12858,0
12859,0
12860,0
12861,0
12862,1
12863,1
12864,1
12865,0
12866,0
12867,0
12868,0
12869,0
12870,0
12871,1
12872,0
12873,0
12874,0
12875,1
12876,0
12877,0
12878,1
12879,0
12880,1
12881,0
12882,0
12883,0
12884,1
12885,0
12886,0
12887,0
12888,0
12889,0
12890,1
12891,1
12892,0
12893,0
12894,0
12895,0
12896,0
12897,0
12898,0
12900,0
12901,0
12902,0
12903,1
12904,0
12905,1
12906,0
12907,0
12908,1
12909,0
12910,0
28602,1
12913,0
12914,1
12915,0
12916,0
12917,0
12918,0
12919,1
12920,1
12921,1
12922,1
12923,1
12924,0
12925,0
12926,1
12928,0
12929,0
15095,0
12931,1
12932,1
12933,1
12934,0
12935,0
12936,0
12937,0
12938,1
12940,1
12941,1
12942,1
12943,1
12944,1
12945,0
12946,1
12947,1
12948,1
12949,1
12950,1
12951,1
12952,1
12953,0
12955,0
12956,1
12957,0
12958,1
12959,0
12961,0
12962,0
12963,0
12964,0
12965,1
12966,1
12967,1
12968,0
12969,0
12970,0
12971,1
12972,0
12973,1
12974,0
12975,1
12977,0
12978,0
12979,1
12980,0
12981,1
12983,0
12984,0
12986,0
12987,0
12988,1
12989,0
12990,0
12991,1
12992,0
12993,0
12997,0
12998,0
12999,1
13001,0
13002,1
13003,1
13004,1
13005,1
13006,0
13007,0
13008,1
13009,1
13010,1
13011,0
13012,1
13013,1
13014,0
13015,1
13016,1
13017,0
13018,0
13019,0
13020,0
13021,0
13023,0
13024,0
13025,0
13026,0
13027,0
13028,1
13029,0
13031,0
13032,0
13033,0
13034,0
13035,0
13036,0
13037,0
13038,0
13039,0
13040,0
13041,0
13042,0
13043,0
13044,0
13045,0
13046,0
13048,0
13049,0
13050,0
13051,1
13052,0
13053,0
13054,0
13056,0
13058,0
13059,0
13060,0
13061,0
13062,0
13063,0
13064,1
13066,0
13067,0
13068,0
13069,0
13070,0
13071,0
13072,0
13073,0
13074,0
13075,0
13077,1
13078,1
13079,1
13080,0
13081,0
13082,1
13083,1
13084,1
13085,1
13086,1
13087,0
13088,1
13090,1
13091,1
13092,1
13093,0
13094,0
13095,0
13096,0
13097,0
13098,0
13099,0
13100,0
13103,1
13104,1
13105,0
13106,0
13107,0
13108,0
13109,0
13110,0
13111,0
13112,0
13113,1
13114,0
13115,1
13116,1
13117,1
13118,0
13119,0
13120,1
13121,0
13122,0
13123,0
13124,1
13125,1
13126,0
13127,1
13128,0
13129,1
13130,0
13131,0
13132,1
13133,1
13134,0
13135,0
13136,0
13137,0
13138,0
13139,1
13140,0
13141,0
13143,0
13144,0
13145,0
13145,1
13146,0
13147,0
13149,0
13150,0
13151,0
13152,0
13153,0
13154,0
13155,0
13156,0
13157,0
13158,0
13159,0
13160,0
13161,0
13162,0
13163,0
13164,0
13166,0
13167,0
13168,0
13169,1
13170,0
13171,1
13172,0
13173,0
13175,1
13176,0
13178,1
13179,0
13180,0
13181,0
13182,0
13183,0
13184,0
13185,0
13187,0
13189,1
13190,1
13191,0
13192,0
13193,1
13194,0
13195,0
13197,1
13198,1
13199,1
13200,0
13201,1
13203,0
13204,0
13205,0
13206,0
13207,0
13208,0
13209,0
13210,0
13211,0
13212,0
13213,0
13214,0
13215,0
13216,0
13217,0
13219,0
13220,0
13221,0
13222,0
13223,1
13224,0
13225,0
13226,0
13227,0
13229,0
13230,0
13231,0
13232,1
13233,0
13234,0
13235,0
13236,0
13237,0
13238,0
13239,0
13240,0
13242,1
13243,1
13244,0
13245,0
13246,0
13247,0
13248,0
13249,1
13250,0
13251,1
13252,0
13253,1
13254,1
13255,0
13256,1
13257,1
13258,1
13261,1
13262,1
13264,1
13265,1
13266,0
13267,0
13268,0
13269,0
13270,0
13271,0
13272,0
13273,1
13274,1
13275,1
13276,0
13278,1
13279,1
13280,1
13281,1
13282,1
13283,0
13285,1
13286,0
13287,1
13288,1
13289,1
13290,1
13291,1
13292,1
13293,1
13295,0
13296,1
13297,1
13298,1
13299,0
13300,0
13301,0
13302,1
13303,0
13304,1
13305,0
13306,0
13307,0
13308,0
13309,0
13310,1
13311,0
13311,1
13312,1
13313,1
13314,0
13315,0
13316,0
13317,0
13318,0
13319,0
13320,0
13321,1
13322,0
13324,0
13325,0
13326,0
13327,1
13328,0
13329,0
13330,0
13331,0
13332,0
13333,0
13335,0
13336,0
13337,0
13338,0
13340,0
13341,0
13342,0
13343,0
13344,1
13346,1
13347,0
13348,0
13349,0
13350,1
13351,0
13352,0
13353,1
13354,0
13355,0
13356,0
13357,0
13358,0
13359,0
13360,0
13361,0
13363,0
13364,0
13365,0
13366,0
13367,0
13368,1
13370,0
13371,1
13372,0
13373,0
13374,0
13375,0
13377,0
13378,0
13379,0
13381,0
13382,0
13383,0
13385,0
13386,0
13387,0
13388,0
13389,0
13390,0
13391,0
13392,0
13393,0
13394,0
13395,0
13396,0
13397,1
13398,0
13399,0
13400,0
13402,0
13403,1
13404,0
13405,1
13407,1
13408,0
13410,0
13411,1
13412,1
13413,0
13414,0
13416,1
13417,0
13418,1
13419,0
13421,0
13422,1
13423,1
13424,1
13425,1
13426,1
13427,1
13428,1
13429,0
13430,1
13431,0
13432,0
13433,1
13434,0
13435,0
13436,1
13437,1
13438,0
13439,1
13440,1
13441,1
13442,1
13443,1
13444,0
13445,1
13446,1
13447,1
13448,1
13449,1
13450,1
13451,1
13452,0
13453,1
13454,1
13455,0
13456,0
13457,0
13458,0
13459,0
13460,1
13461,1
13462,0
13463,0
13464,0
13465,0
13466,1
13467,1
13468,1
13469,1
13471,1
13472,0
13473,0
13474,0
13475,0
13476,0
13477,0
13478,1
13479,0
13481,0
13482,0
13483,0
13486,0
13488,1
13489,0
13490,0
13491,0
13492,1
13493,0
13494,1
13495,1
13496,1
13497,0
13498,0
13500,0
13501,0
13502,0
13503,0
13504,0
13505,0
13506,0
13507,0
13509,0
13510,0
13511,0
13512,0
13514,0
13515,0
13516,0
13517,1
13518,0
13519,1
13520,0
13521,0
13522,0
13523,0
13524,0
13525,0
13529,0
13530,0
13531,0
13532,0
13533,1
13534,0
13535,1
13536,0
13537,1
13538,0
13539,1
13540,0
13541,0
13542,0
13543,0
13544,0
13546,0
13547,1
13548,0
13549,1
13550,0
13551,0
13552,0
13553,0
13554,0
13555,0
13556,0
13557,0
13558,0
13560,0
13561,0
13562,0
13563,0
13565,0
13566,0
13567,0
13568,0
13569,0
13570,0
13571,0
13572,1
13573,1
13575,0
13577,0
13578,0
13579,0
13580,0
13581,0
13582,0
13584,1
13585,1
13587,1
13588,0
13589,1
13590,1
13591,1
13592,1
13593,1
13594,1
13595,1
13596,0
13597,0
13598,1
13599,0
13600,0
13601,0
13603,1
13604,1
13605,0
13606,0
13607,1
13608,1
13609,0
13610,0
13612,1
13613,0
13614,0
13615,0
13616,0
13617,1
13619,0
13620,0
13621,0
13622,0
13624,0
13625,0
13626,0
13627,0
13628,1
13629,0
13630,0
13631,0
13632,0
13634,1
13635,0
13636,0
13639,0
13640,0
13643,1
13644,1
13645,1
13646,1
13647,1
13648,1
13650,1
13651,1
13652,0
13653,0
13654,0
13655,0
13656,0
13657,1
13658,0
13660,0
13661,0
13663,0
13664,0
13666,1
13667,0
13668,1
13669,1
13670,0
13671,0
13672,0
13674,0
25268,0
13676,0
13677,0
13678,0
13679,0
13680,1
13681,0
13682,0
13683,1
13684,0
13685,0
13686,1
13688,0
13689,0
13690,0
13691,0
13692,0
13694,1
13695,0
13696,1
13697,1
13698,1
13699,1
11430,0
13701,0
13702,1
13703,0
13704,0
13705,0
13707,0
13708,0
13709,1
13710,0
13711,1
13712,1
13713,1
13714,0
13715,0
13716,0
13717,0
13718,0
13719,0
13721,0
13722,0
13723,0
13724,0
13727,0
13728,0
13729,0
13730,0
13731,0
13732,0
13733,0
13734,0
13735,0
13736,0
13737,0
13738,0
13739,0
13740,0
13741,0
13742,1
13744,0
13745,0
13746,0
13747,0
13748,0
13750,0
13751,0
13752,0
13753,0
13754,1
13755,1
13756,1
13757,0
13758,0
13759,0
13760,0
13761,0
13762,1
13763,1
13764,0
13765,0
13766,0
13767,1
13768,0
13769,0
13770,0
13771,0
13772,1
13773,0
13776,0
13777,0
13778,0
13779,1
13780,0
13781,0
13782,0
13784,0
13786,1
13787,0
13788,0
13789,1
13790,1
13791,0
13792,1
13794,1
13795,1
13796,0
13797,1
13798,1
13800,0
11285,1
13802,0
25297,0
13804,0
13805,0
13806,1
13807,1
13808,1
13809,0
13810,0
13811,0
13812,0
13813,0
13814,1
13815,1
13816,1
13818,0
13819,0
13820,1
13821,1
13822,1
13823,0
13825,1
13828,0
13829,0
13832,0
13834,1
13836,1
13837,1
13838,0
13839,0
13840,0
13841,0
13842,0
13843,1
13844,1
13845,0
13847,0
13848,0
13849,0
13850,0
13851,1
13852,0
13853,1
13854,0
13855,1
13856,1
13857,0
13858,0
13859,0
13860,0
13861,0
13863,0
13864,0
13865,0
13866,0
13867,0
13868,0
13869,0
13871,0
13872,0
13873,0
13874,1
13875,0
13876,0
13877,1
13878,0
13879,1
13880,1
13881,1
13882,0
13883,1
13884,0
13885,0
13886,0
13887,0
13888,0
13889,1
13890,0
13891,1
13892,1
13894,1
13895,1
13896,1
13897,0
13898,1
13900,1
13901,1
13902,1
13903,0
13904,0
13905,0
13906,0
13907,0
13908,1
13909,1
13910,1
13911,1
13912,0
13913,1
13914,0
13915,1
13916,1
13917,1
13918,1
13920,1
13921,1
13922,1
13923,0
13924,1
13925,1
13926,1
13927,1
13928,1
13929,1
13931,0
13933,0
13934,0
13935,0
13936,0
13937,1
13938,0
13939,1
13940,1
13941,0
13942,0
13943,0
13944,0
13945,0
13946,1
13947,0
13948,1
13949,0
13951,0
13952,0
13954,1
13955,0
13957,1
13958,1
13959,0
13961,1
13962,0
13963,0
13964,1
13965,0
13967,1
13968,1
13969,0
13970,0
13971,1
13972,0
13973,1
13974,1
13975,1
13976,0
13977,0
13978,0
13979,0
13980,1
13981,0
13982,0
13983,0
13984,0
13985,0
13986,0
13987,1
13988,0
13989,0
13990,0
13991,0
13992,1
13993,1
13994,0
13995,0
13996,0
13997,0
13998,0
13999,0
14000,0
14001,0
14002,0
14003,0
14004,0
14005,0
14008,0
14009,0
14010,0
14012,0
14013,0
14014,0
14015,0
14016,0
14017,0
14018,0
14019,0
14020,1
14021,1
14022,0
14023,1
14024,0
14025,0
14026,0
14027,0
14028,1
14029,1
14030,1
14031,0
14032,0
14033,0
14034,0
14035,1
14036,0
14037,0
14038,1
14039,1
14040,0
14041,1
14042,0
14043,0
14044,0
14045,1
14046,1
14047,0
14048,1
14049,0
14050,1
14051,1
14052,0
14054,0
14055,0
14056,1
14057,0
14058,1
14059,1
14060,1
14061,1
14062,0
14064,0
14065,1
14066,0
14068,1
14069,0
14070,0
14071,1
14072,1
14073,0
14074,0
14075,0
14076,0
14077,0
14078,0
14079,0
14080,0
14081,0
14082,0
14083,0
14084,0
14085,0
14086,0
14087,0
14090,1
14091,0
14094,0
14095,0
14096,0
14098,0
14100,0
14101,0
14102,0
14103,0
14104,0
14105,0
14106,0
14107,0
14108,0
14109,0
14110,0
14111,0
14112,1
14113,0
14114,0
14115,1
14116,0
14117,0
14118,1
